Time,Pressure,Sea pressure,Depth
2025-10-24 12:00:00,10.085938730416666,0.08593873041666668,0.08763311916666666
2025-10-24 12:01:00,10.087645858541666,0.08764585854166666,0.089373905
2025-10-24 12:02:00,10.08772231375,0.08772231375,0.08945186645833333
2025-10-24 12:03:00,10.087136636666665,0.08713663666666666,0.08885463979166668
2025-10-24 12:04:00,10.085215738958334,0.08521573895833333,0.08689587354166667
2025-10-24 12:05:00,10.083987966874998,0.083987966875,0.08564388958333334
2025-10-24 12:06:00,10.085279504583333,0.08527950458333335,0.08696089312500001
2025-10-24 12:07:00,10.090680386041667,0.09068038604166667,0.09246825916666666
2025-10-24 12:08:00,10.091433737083333,0.09143373708333334,0.09323646541666666
2025-10-24 12:09:00,10.091022848333333,0.09102284833333334,0.092817474375
2025-10-24 12:10:00,10.088917320208333,0.08891732020833333,0.09067043291666667
2025-10-24 12:11:00,10.086779169791667,0.08677916979166667,0.0884901275
2025-10-24 12:12:00,10.087360255624999,0.087360255625,0.08908266958333333
2025-10-24 12:13:00,10.087228771875,0.087228771875,0.08894859
2025-10-24 12:14:00,10.086214300624999,0.086214300625,0.087914121875
2025-10-24 12:15:00,10.086316920625,0.086316920625,0.08801876208333333
2025-10-24 12:16:00,10.087475233958333,0.08747523395833333,0.08919991520833334
2025-10-24 12:17:00,10.086963819375,0.086963819375,0.08867841875
2025-10-24 12:18:00,10.087279921875,0.087279921875,0.089000754375
2025-10-24 12:19:00,10.087272399583332,0.08727239958333333,0.08899308145833333
2025-10-24 12:20:00,10.085746910625,0.08574691062499999,0.08743751520833333
2025-10-24 12:21:00,10.085592438958335,0.08559243895833334,0.08727999708333334
2025-10-24 12:22:00,10.083344394166666,0.08334439416666667,0.08498762916666666
2025-10-24 12:23:00,10.082788545416667,0.08278854541666666,0.08442082208333333
2025-10-24 12:24:00,10.082406536458333,0.08240653645833333,0.084031285
2025-10-24 12:25:00,10.084161324166667,0.08416132416666668,0.08582066625000001
2025-10-24 12:26:00,10.084430386458333,0.08443038645833334,0.08609503354166666
2025-10-24 12:27:00,10.083578455416667,0.08357845541666667,0.08522630520833333
