Time,Pressure,Sea pressure,Depth
2025-10-24 12:00:00,10.083177727256944,0.08317772725694444,0.08481767712847221
2025-10-24 13:00:00,10.079532335270834,0.07953233527083334,0.08110041210416666
2025-10-24 14:00:00,10.077366717427083,0.07736671742708334,0.07889209609375
2025-10-24 15:00:00,10.075148423354166,0.07514842335416666,0.07663006528472222
2025-10-24 16:00:00,10.072763342097222,0.07276334209722223,0.0741979595625
2025-10-24 17:00:00,10.07059473667361,0.0705947366736111,0.07198659794791666
2025-10-24 18:00:00,10.068154309916666,0.06815430991666667,0.06949805530208333
2025-10-24 19:00:00,10.067171817798611,0.06717181779861112,0.06849619176041667
2025-10-24 20:00:00,10.06555349603125,0.06555349603124999,0.06684596269791666
2025-10-24 21:00:00,10.063756121052084,0.06375612105208334,0.06501315007291666
2025-10-24 22:00:00,10.059824139444444,0.059824139444444445,0.06100364525
2025-10-24 23:00:00,10.05469455814236,0.054694558142361106,0.055772927652777776
2025-10-25 00:00:00,10.04949485692014,0.049494856920138885,0.050470708395833334
2025-10-25 01:00:00,10.043610717743055,0.043610717743055555,0.04447055597222222
2025-10-25 02:00:00,10.037112508975696,0.03711250897569444,0.037844227979166666
2025-10-25 03:00:00,10.032156856152778,0.032156856152777774,0.03279086715972222
2025-10-25 04:00:00,10.027089753059029,0.027089753059027777,0.027623860159722225
2025-10-25 05:00:00,10.023943036916666,0.023943036916666667,0.024415102211805557
2025-10-25 06:00:00,10.021945151802083,0.021945151802083333,0.022377827197916665
2025-10-25 07:00:00,10.022176221184028,0.022176221184027775,0.02261345311111111
2025-10-25 08:00:00,10.024961394892362,0.02496139489236111,0.02545353953125
2025-10-25 09:00:00,10.029739450427083,0.029739450427083335,0.03032579993402778
2025-10-25 10:00:00,10.043872004614585,0.04387200461458333,0.04473699411458333
2025-10-25 11:00:00,10.059447852489583,0.059447852489583335,0.060619938645833336
2025-10-25 12:00:00,10.072861972920139,0.07286197292013889,0.07429853484375
2025-10-25 13:00:00,10.082292853166667,0.08229285316666667,0.0839153569513889
2025-10-25 14:00:00,10.089178685076389,0.08917868507638889,0.09093695123611112
2025-10-25 15:00:00,10.096083027572917,0.09608302757291666,0.0979774208263889
2025-10-25 16:00:00,10.099008873631943,0.09900887363194444,0.10096095360069444
2025-10-25 17:00:00,10.10404010584375,0.10404010584375,0.10609138286111111
2025-10-25 18:00:00,10.10839235589236,0.10839235589236111,0.11052944241666667
2025-10-25 19:00:00,10.110046414256944,0.11004641425694445,0.11221611334027778
2025-10-25 20:00:00,10.110501327496527,0.11050132749652779,0.11267999558680555
2025-10-25 21:00:00,10.110692180295139,0.1106921802951389,0.11287461131944444
2025-10-25 22:00:00,10.111731418520833,0.11173141852083333,0.11393433896180555
2025-10-25 23:00:00,10.110836425663194,0.11083642566319445,0.11302170029513889
